Player Number,Player Info,Mills PWA,Win Points,Loss Points,Net Points,Situations,=,Average Points,Player Info 2
743,"Milton,Eric,L,L,CIN,P",0.301,995,2309,-1315,61,=,-22,"Milton,Eric,L,L,CIN,P"
744,"Jordan,Brian,R,R,ATL,OF",0.383,2154,3471,-1317,102,=,-13,"Jordan,Brian,R,R,ATL,OF"
745,"Laird,Gerald,R,R,TEX,C",0.461,7768,9089,-1321,270,=,-5,"Laird,Gerald,R,R,TEX,C"
746,"Paul,Josh,R,R,TBA,C",0.426,3778,5099,-1321,168,=,-8,"Paul,Josh,R,R,TBA,C"
747,"Gwynn,Tony,L,R,MIL,OF",0.340,1410,2735,-1325,83,=,-16,"Gwynn,Tony,L,R,MIL,OF"
748,"Sheets,Ben,R,R,MIL,P",0.066,103,1446,-1343,37,=,-36,"Sheets,Ben,R,R,MIL,P"
749,"Peralta,Jhonny,R,R,CLE,",0.483,19035,20384,-1350,637,=,-2,"Peralta,Jhonny,R,R,CLE,"
750,"Kapler,Gabe,R,R,BOS,OF",0.423,3724,5074,-1350,153,=,-9,"Kapler,Gabe,R,R,BOS,OF"
752,"Wright,Jamey,R,R,SFN,P",0.244,652,2023,-1371,52,=,-26,"Wright,Jamey,R,R,SFN,P"
753,"Castro,Bernie,B,R,WAS,2",0.411,3222,4617,-1395,134,=,-10,"Castro,Bernie,B,R,WAS,2"
754,"Pettitte,Andy,L,L,HOU,P",0.348,1600,3001,-1401,75,=,-19,"Pettitte,Andy,L,L,HOU,P"
755,"Quintero,Humberto,R,R,H,C",0.272,838,2240,-1402,22,=,-64,"Quintero,Humberto,R,R,H,C"
756,"Victorino,Shane,B,R,PHIF",0.475,13615,15021,-1406,474,=,-3,"Victorino,Shane,B,R,PHIF"
757,"Figgins,Chone,B,R,ANA,S",0.485,23198,24608,-1410,759,=,-2,"Figgins,Chone,B,R,ANA,S"
758,"Castro,Ramon,R,R,NYN,C",0.419,3637,5048,-1410,145,=,-10,"Castro,Ramon,R,R,NYN,C"
759,"Hernandez,Orlando,R,R,A,P",0.266,807,2231,-1424,55,=,-26,"Hernandez,Orlando,R,R,A,P"
760,"Hernandez,Jose,R,R,PHI,",0.448,6096,7527,-1430,166,=,-9,"Hernandez,Jose,R,R,PHI,"
762,"Casey,Sean,L,R,DET,1B",0.478,15535,16982,-1447,443,=,-3,"Casey,Sean,L,R,DET,1B"
763,"Penny,Brad,R,R,LAN,P",0.315,1236,2686,-1450,71,=,-20,"Penny,Brad,R,R,LAN,P"
764,"Buck,John,R,R,KCA,C",0.472,12369,13822,-1453,414,=,-4,"Buck,John,R,R,KCA,C"
765,"LaRue,Jason,R,R,CIN,C",0.451,6656,8115,-1458,232,=,-6,"LaRue,Jason,R,R,CIN,C"
766,"Aguila,Chris,R,R,FLO,OF",0.404,3072,4535,-1464,107,=,-14,"Aguila,Chris,R,R,FLO,OF"
767,"Lugo,Julio,R,R,LAN,SS",0.476,14647,16133,-1486,527,=,-3,"Lugo,Julio,R,R,LAN,SS"
768,"Santiago,Ramon,B,R,DET,",0.319,1306,2792,-1486,88,=,-17,"Santiago,Ramon,B,R,DET,"
769,"Cruz,Nelson,R,R,TEX,OF",0.399,3011,4526,-1515,139,=,-11,"Cruz,Nelson,R,R,TEX,OF"
770,"Francis,Jeff,L,L,COL,P",0.320,1349,2867,-1519,80,=,-19,"Francis,Jeff,L,L,COL,P"
772,"Roberson,Chris,B,R,PHI,",0.214,569,2091,-1523,48,=,-32,"Roberson,Chris,B,R,PHI,"
773,"Greene,Khalil,R,R,SDN,S",0.479,17726,19252,-1526,469,=,-3,"Greene,Khalil,R,R,SDN,S"
774,"Hensley,Clay,R,R,SDN,P",0.226,633,2163,-1530,56,=,-27,"Hensley,Clay,R,R,SDN,P"
775,"Johnson,Josh,L,R,FLO,P",0.181,445,2017,-1572,49,=,-32,"Johnson,Josh,L,R,FLO,P"
776,"Frandsen,Kevin,R,R,SFN,",0.347,1786,3363,-1577,103,=,-15,"Frandsen,Kevin,R,R,SFN,"
777,"Maddux,Greg,R,R,CHN,P",0.293,1127,2725,-1598,81,=,-20,"Maddux,Greg,R,R,CHN,P"
778,"Pedroia,Dustin,R,R,BOS,",0.378,2505,4120,-1614,99,=,-16,"Pedroia,Dustin,R,R,BOS,"
779,"Kubel,Jason,L,R,MIN,RF",0.449,7215,8839,-1624,238,=,-7,"Kubel,Jason,L,R,MIN,RF"
780,"Ethier,Andre,L,L,LAN,OF",0.472,13733,15381,-1648,453,=,-4,"Ethier,Andre,L,L,LAN,OF"
782,"Estrada,Johnny,B,R,ARI,",0.477,17479,19137,-1658,445,=,-4,"Estrada,Johnny,B,R,ARI,"
783,"Morris,Matt,R,R,SFN,P",0.317,1437,3097,-1660,76,=,-22,"Morris,Matt,R,R,SFN,P"
784,"Gonzalez,Luis,R,R,COL,2",0.418,4256,5921,-1665,158,=,-11,"Gonzalez,Luis,R,R,COL,2"
785,"Fogg,Josh,R,R,COL,P",0.253,860,2533,-1673,71,=,-24,"Fogg,Josh,R,R,COL,P"
786,"Martinez,Pedro,R,R,NYN,",0.166,416,2094,-1678,50,=,-34,"Martinez,Pedro,R,R,NYN,"
787,"Mirabelli,Doug,R,R,BOS,",0.440,6120,7799,-1680,203,=,-8,"Mirabelli,Doug,R,R,BOS,"
788,"Franco,Julio,R,R,NYN,1B",0.444,6644,8334,-1690,188,=,-9,"Franco,Julio,R,R,NYN,1B"
789,"Sanchez,Anibal,R,R,FLO,",0.150,365,2069,-1704,39,=,-44,"Sanchez,Anibal,R,R,FLO,"
790,"Doumit,Ryan,B,R,PIT,C",0.444,6759,8466,-1707,182,=,-9,"Doumit,Ryan,B,R,PIT,C"
792,"Erstad,Darin,L,L,ANA,1B",0.374,2556,4279,-1724,107,=,-16,"Erstad,Darin,L,L,ANA,1B"
793,"Trachsel,Steve,R,R,NYN,",0.200,580,2317,-1737,59,=,-29,"Trachsel,Steve,R,R,NYN,"
794,"Jackson,Damian,R,R,WAS,",0.400,3475,5216,-1741,144,=,-12,"Jackson,Damian,R,R,WAS,"
795,"Shelton,Chris,R,R,DET,1",0.467,12240,13982,-1742,420,=,-4,"Shelton,Chris,R,R,DET,1"
796,"Vizcaino,Jose,B,R,SFN,S",0.405,3749,5499,-1749,164,=,-11,"Vizcaino,Jose,B,R,SFN,S"
797,"Gutierrez,Franklin,R,R,E,O",0.381,2842,4608,-1766,144,=,-12,"Gutierrez,Franklin,R,R,E,O"
798,"Closser,J.D.,B,R,COL,C",0.376,2705,4482,-1777,113,=,-16,"Closser,J.D.,B,R,COL,C"
799,"James,Chuck,L,L,ATL,P",0.102,229,2013,-1784,41,=,-44,"James,Chuck,L,L,ATL,P"
800,"Finley,Steve,L,L,SFN,OF",0.471,14766,16553,-1787,497,=,-4,"Finley,Steve,L,L,SFN,OF"
802,"Glaus,Troy,R,R,TOR,3B",0.480,21961,23755,-1794,638,=,-3,"Glaus,Troy,R,R,TOR,3B"
803,"Hernandez,Livan,R,R,ARI",0.327,1723,3541,-1818,83,=,-22,"Hernandez,Livan,R,R,ARI"
804,"Hinske,Eric,L,R,BOS,1B",0.457,9616,11441,-1825,319,=,-6,"Hinske,Eric,L,R,BOS,1B"
805,"Blanco,Henry,R,R,CHN,C",0.448,7857,9683,-1826,266,=,-7,"Blanco,Henry,R,R,CHN,C"
806,"Gathright,Joey,L,R,KCA,",0.467,12958,14797,-1839,484,=,-4,"Gathright,Joey,L,R,KCA,"
807,"Maholm,Paul,L,L,PIT,P",0.243,870,2713,-1842,59,=,-31,"Maholm,Paul,L,L,PIT,P"
808,"Molina,Jose,R,R,ANA,C",0.436,6260,8104,-1844,248,=,-7,"Molina,Jose,R,R,ANA,C"
809,"Lieber,Jon,L,R,PHI,P",0.199,614,2467,-1852,63,=,-29,"Lieber,Jon,L,R,PHI,P"
810,"Podsednik,Scott,L,L,CHAF",0.476,18175,20043,-1868,666,=,-3,"Podsednik,Scott,L,L,CHAF"
812,"Marshall,Sean,L,L,CHN,P",0.154,425,2333,-1908,43,=,-44,"Marshall,Sean,L,L,CHN,P"
813,"Perez,Antonio,R,R,OAK,S",0.369,2692,4613,-1921,110,=,-17,"Perez,Antonio,R,R,OAK,S"
814,"Borchard,Joe,B,R,FLO,OF",0.447,8135,10063,-1928,274,=,-7,"Borchard,Joe,B,R,FLO,OF"
815,"Vargas,Claudio,R,R,ARI,",0.234,853,2790,-1938,60,=,-32,"Vargas,Claudio,R,R,ARI,"
816,"Kim,Byung-Hyun,R,R,COL,",0.249,962,2905,-1943,57,=,-34,"Kim,Byung-Hyun,R,R,COL,"
817,"Salmon,Tim,R,R,ANA,OF",0.446,8099,10057,-1958,248,=,-8,"Salmon,Tim,R,R,ANA,OF"
818,"Winn,Randy,B,R,SFN,OF",0.477,20541,22501,-1959,657,=,-3,"Winn,Randy,B,R,SFN,OF"
819,"Greene,Todd,R,R,SFN,C",0.424,5460,7423,-1964,171,=,-11,"Greene,Todd,R,R,SFN,C"
820,"Rodriguez,Luis,B,R,MIN,",0.358,2480,4447,-1966,135,=,-15,"Rodriguez,Luis,B,R,MIN,"
822,"Alfonzo,Eliezer,R,R,SFN",0.460,11504,13513,-2009,314,=,-6,"Alfonzo,Eliezer,R,R,SFN"
823,"Randa,Joe,R,R,PIT,3B",0.451,9311,11328,-2017,231,=,-9,"Randa,Joe,R,R,PIT,3B"
824,"Clark,Tony,B,R,ARI,1B",0.411,4662,6685,-2023,147,=,-14,"Clark,Tony,B,R,ARI,1B"
825,"Vidro,Jose,B,R,WAS,2B",0.471,16639,18686,-2047,517,=,-4,"Vidro,Jose,B,R,WAS,2B"
826,"Green,Nick,R,R,NYA,2B",0.329,1997,4065,-2068,135,=,-15,"Green,Nick,R,R,NYA,2B"
827,"Guillen,Jose,R,R,WAS,OF",0.452,9678,11749,-2071,270,=,-8,"Guillen,Jose,R,R,WAS,OF"
828,"Young,Chris,R,R,SDN,P",0.242,972,3047,-2075,62,=,-33,"Young,Chris,R,R,SDN,P"
829,"Izturis,Cesar,B,R,CHN,S",0.420,5438,7522,-2083,213,=,-10,"Izturis,Cesar,B,R,CHN,S"
830,"Counsell,Craig,L,R,ARI,",0.460,11943,14031,-2088,444,=,-5,"Counsell,Craig,L,R,ARI,"
832,"Jennings,Jason,L,R,COL,",0.242,993,3113,-2120,76,=,-28,"Jennings,Jason,L,R,COL,"
833,"Alfonzo,Edgardo,R,R,ANAB",0.332,2107,4236,-2129,96,=,-22,"Alfonzo,Edgardo,R,R,ANAB"
834,"Batista,Miguel,R,R,ARI,",0.210,775,2913,-2138,72,=,-30,"Batista,Miguel,R,R,ARI,"
835,"Armas,Tony,R,R,WAS,P",0.092,243,2407,-2164,56,=,-39,"Armas,Tony,R,R,WAS,P"
836,"Schmidt,Jason,R,R,SFN,P",0.207,768,2932,-2164,73,=,-30,"Schmidt,Jason,R,R,SFN,P"
837,"Duffy,Chris,L,L,PIT,CF",0.453,10474,12643,-2170,377,=,-6,"Duffy,Chris,L,L,PIT,CF"
838,"Cota,Humberto,R,R,PIT,C",0.354,2648,4824,-2176,110,=,-20,"Cota,Humberto,R,R,PIT,C"
839,"Castillo,Luis,B,R,MIN,2",0.472,18574,20754,-2180,695,=,-3,"Castillo,Luis,B,R,MIN,2"
840,"Young,Eric,R,R,SDN,2B",0.409,4960,7169,-2209,171,=,-13,"Young,Eric,R,R,SDN,2B"
842,"Cora,Alex,L,R,BOS,SS",0.432,7056,9289,-2233,274,=,-8,"Cora,Alex,L,R,BOS,SS"
843,"Carpenter,Chris,R,R,SLN",0.148,475,2733,-2258,81,=,-28,"Carpenter,Chris,R,R,SLN"
844,"Bako,Paul,L,R,KCA,C",0.381,3602,5863,-2261,170,=,-13,"Bako,Paul,L,R,KCA,C"
845,"Anderson,Garret,L,L,ANAF",0.473,19551,21818,-2267,590,=,-4,"Anderson,Garret,L,L,ANAF"
846,"Cain,Matt,R,R,SFN,P",0.131,404,2672,-2268,67,=,-34,"Cain,Matt,R,R,SFN,P"
847,"Kendall,Jason,R,R,OAK,C",0.472,19131,21418,-2287,648,=,-4,"Kendall,Jason,R,R,OAK,C"
848,"Phillips,Andy,R,R,NYA,2",0.432,7338,9643,-2305,268,=,-9,"Phillips,Andy,R,R,NYA,2"
849,"Ortiz,Ramon,R,R,WAS,P",0.192,722,3040,-2318,66,=,-35,"Ortiz,Ramon,R,R,WAS,P"
850,"Hermida,Jeremy,L,R,FLO,",0.448,10095,12425,-2330,355,=,-7,"Hermida,Jeremy,L,R,FLO,"
852,"White,Rondell,R,R,MIN,O",0.450,10531,12884,-2352,362,=,-6,"White,Rondell,R,R,MIN,O"
853,"Rodriguez,Ivan,R,R,DET,",0.470,18635,21020,-2385,598,=,-4,"Rodriguez,Ivan,R,R,DET,"
854,"Capuano,Chris,L,L,MIL,P",0.223,970,3376,-2406,76,=,-32,"Capuano,Chris,L,L,MIL,P"
855,"Paulino,Ronny,R,R,PIT,C",0.465,16118,18537,-2419,485,=,-5,"Paulino,Ronny,R,R,PIT,C"
856,"Gonzalez,Alex,R,R,PHI,S",0.160,570,2990,-2420,39,=,-62,"Gonzalez,Alex,R,R,PHI,S"
857,"Infante,Omar,R,R,DET,SS",0.420,6446,8884,-2438,254,=,-10,"Infante,Omar,R,R,DET,SS"
858,"Gomes,Jonny,R,R,TBA,OF",0.459,13887,16336,-2449,477,=,-5,"Gomes,Jonny,R,R,TBA,OF"
859,"Clark,Brady,R,R,MIL,OF",0.461,14401,16867,-2466,498,=,-5,"Clark,Brady,R,R,MIL,OF"
860,"Navarro,Dioner,B,R,LAN,",0.438,8701,11169,-2468,308,=,-8,"Navarro,Dioner,B,R,LAN,"
862,"Spilborghs,Ryan,R,R,COLF",0.400,4995,7489,-2494,192,=,-13,"Spilborghs,Ryan,R,R,COLF"
863,"Cruz,Jose,B,R,LAN,OF",0.416,6168,8664,-2496,278,=,-9,"Cruz,Jose,B,R,LAN,OF"
864,"Davis,Doug,R,L,MIL,P",0.156,566,3070,-2504,79,=,-32,"Davis,Doug,R,L,MIL,P"
865,"Hudson,Tim,R,R,ATL,P",0.159,589,3119,-2530,80,=,-32,"Hudson,Tim,R,R,ATL,P"
866,"Newhan,David,L,R,BAL,2B",0.366,3445,5980,-2535,149,=,-17,"Newhan,David,L,R,BAL,2B"
867,"Arroyo,Bronson,R,R,CIN,",0.286,1711,4263,-2552,94,=,-27,"Arroyo,Bronson,R,R,CIN,"
868,"Matos,Luis,R,R,BAL,OF",0.380,4071,6628,-2557,157,=,-16,"Matos,Luis,R,R,BAL,OF"
869,"Woodward,Chris,R,R,NYN,",0.410,5802,8364,-2562,255,=,-10,"Woodward,Chris,R,R,NYN,"
870,"Oswalt,Roy,R,R,HOU,P",0.241,1212,3818,-2607,90,=,-29,"Oswalt,Roy,R,R,HOU,P"
872,"Uribe,Juan,R,R,CHA,SS",0.457,14120,16782,-2662,501,=,-5,"Uribe,Juan,R,R,CHA,SS"
873,"Lane,Jason,R,L,HOU,OF",0.442,10233,12917,-2684,351,=,-8,"Lane,Jason,R,L,HOU,OF"
874,"Smoltz,John,R,R,ATL,P",0.223,1083,3767,-2685,87,=,-31,"Smoltz,John,R,R,ATL,P"
875,"Feliz,Pedro,R,R,SFN,3B",0.471,22082,24767,-2686,648,=,-4,"Feliz,Pedro,R,R,SFN,3B"
876,"Rivera,Rene,R,R,SEA,C",0.283,1754,4445,-2691,108,=,-25,"Rivera,Rene,R,R,SEA,C"
877,"Lowe,Derek,R,R,LAN,P",0.188,811,3506,-2695,79,=,-34,"Lowe,Derek,R,R,LAN,P"
878,"Bellhorn,Mark,B,R,SDN,2",0.440,9873,12578,-2705,292,=,-9,"Bellhorn,Mark,B,R,SDN,2"
879,"Roberts,Dave,L,L,SDN,OF",0.461,16247,18987,-2740,626,=,-4,"Roberts,Dave,L,L,SDN,OF"
880,"McLouth,Nate,L,R,PIT,CF",0.425,7795,10550,-2755,310,=,-9,"McLouth,Nate,L,R,PIT,CF"
882,"Hollandsworth,Todd,L,L,N,O",0.415,6786,9555,-2769,239,=,-12,"Hollandsworth,Todd,L,L,N,O"
883,"Eckstein,David,R,R,SLN,",0.459,15850,18664,-2813,566,=,-5,"Eckstein,David,R,R,SLN,"
884,"Hardy,J.J.,R,R,MIL,SS",0.339,2996,5835,-2839,142,=,-20,"Hardy,J.J.,R,R,MIL,SS"
885,"Barajas,Rod,R,R,TEX,C",0.443,11037,13877,-2840,374,=,-8,"Barajas,Rod,R,R,TEX,C"
886,"Burnitz,Jeromy,L,R,PIT,",0.447,11976,14824,-2848,350,=,-8,"Burnitz,Jeromy,L,R,PIT,"
887,"Fahey,Brandon,L,R,BAL,S",0.423,7883,10734,-2851,300,=,-10,"Fahey,Brandon,L,R,BAL,S"
888,"Pierre,Juan,L,L,CHN,OF",0.469,21652,24513,-2860,842,=,-3,"Pierre,Juan,L,L,CHN,OF"
889,"Castro,Juan,R,R,CIN,SS",0.416,7210,10105,-2896,271,=,-11,"Castro,Juan,R,R,CIN,SS"
890,"Grudzielanek,Mark,R,R,K,2B",0.462,17622,20531,-2909,603,=,-5,"Grudzielanek,Mark,R,R,K,2B"
892,"Morales,Kendry,B,R,ANA,",0.392,5361,8304,-2943,219,=,-13,"Morales,Kendry,B,R,ANA,"
893,"Zobrist,Ben,B,R,TBA,SS",0.387,5077,8028,-2952,203,=,-15,"Zobrist,Ben,B,R,TBA,SS"
894,"Scutaro,Marco,R,R,OAK,2",0.446,12412,15403,-2991,437,=,-7,"Scutaro,Marco,R,R,OAK,2"
895,"Hairston,Jerry,R,R,CHN,",0.349,3458,6460,-3003,205,=,-15,"Hairston,Jerry,R,R,CHN,"
896,"Moeller,Chad,R,R,MIL,C",0.296,2190,5197,-3007,106,=,-28,"Moeller,Chad,R,R,MIL,C"
897,"Harang,Aaron,R,R,CIN,P",0.178,843,3890,-3047,81,=,-38,"Harang,Aaron,R,R,CIN,P"
898,"McDonald,John,R,R,TOR,S",0.403,6393,9453,-3060,299,=,-10,"McDonald,John,R,R,TOR,S"
899,"Cook,Aaron,R,R,COL,P",0.103,396,3456,-3060,75,=,-41,"Cook,Aaron,R,R,COL,P"
900,"Hall,Toby,R,R,LAN,C",0.430,9504,12582,-3078,301,=,-10,"Hall,Toby,R,R,LAN,C"
902,"Perez,Neifi,B,R,CHN,SS",0.416,7687,10810,-3122,323,=,-10,"Perez,Neifi,B,R,CHN,SS"
903,"Cairo,Miguel,R,R,NYA,2B",0.397,6031,9157,-3126,262,=,-12,"Cairo,Miguel,R,R,NYA,2B"
904,"Luna,Hector,R,R,CLE,SS",0.433,10165,13300,-3135,393,=,-8,"Luna,Hector,R,R,CLE,SS"
905,"Abercrombie,Reggie,R,R,O,O",0.414,7569,10718,-3149,294,=,-11,"Abercrombie,Reggie,R,R,O,O"
906,"Adams,Russ,L,R,TOR,SS",0.413,7467,10622,-3155,285,=,-11,"Adams,Russ,L,R,TOR,SS"
907,"Upton,B.J.,R,R,TBA,SS",0.376,4789,7961,-3172,210,=,-15,"Upton,B.J.,R,R,TBA,SS"
908,"Ardoin,Danny,R,R,BAL,C",0.274,1934,5119,-3185,137,=,-23,"Ardoin,Danny,R,R,BAL,C"
909,"Myers,Brett,R,R,PHI,P",0.083,320,3548,-3228,74,=,-44,"Myers,Brett,R,R,PHI,P"
910,"Carroll,Jamey,R,R,COL,S",0.454,15967,19199,-3232,565,=,-6,"Carroll,Jamey,R,R,COL,S"
912,"Conine,Jeff,R,R,BAL,OF",0.458,17774,21014,-3239,548,=,-6,"Conine,Jeff,R,R,BAL,OF"
913,"Barmes,Clint,R,R,COL,SS",0.454,16228,19514,-3286,552,=,-6,"Barmes,Clint,R,R,COL,SS"
914,"Castilla,Vinny,R,R,COL,",0.421,8838,12147,-3309,296,=,-11,"Castilla,Vinny,R,R,COL,"
915,"Wilson,Jack,R,R,PIT,SS",0.457,17726,21036,-3310,613,=,-5,"Wilson,Jack,R,R,PIT,SS"
916,"Boone,Aaron,R,R,CLE,3B",0.431,10449,13780,-3331,404,=,-8,"Boone,Aaron,R,R,CLE,3B"
917,"Langerhans,Ryan,L,L,ATLF",0.422,9132,12507,-3375,372,=,-9,"Langerhans,Ryan,L,L,ATLF"
918,"Molina,Yadier,R,R,SLN,C",0.442,13058,16475,-3416,466,=,-7,"Molina,Yadier,R,R,SLN,C"
919,"Ellis,Mark,R,R,OAK,SS",0.449,14930,18354,-3424,511,=,-7,"Ellis,Mark,R,R,OAK,SS"
920,"Fasano,Sal,R,R,NYA,C",0.351,4111,7617,-3506,207,=,-17,"Fasano,Sal,R,R,NYA,C"
922,"Bell,David,R,R,MIL,3B",0.458,19460,23035,-3574,577,=,-6,"Bell,David,R,R,MIL,3B"
923,"Amezaga,Alfredo,B,R,FLOS",0.427,10401,13983,-3583,413,=,-9,"Amezaga,Alfredo,B,R,FLOS"
924,"Blum,Geoff,B,R,SDN,3B",0.406,7843,11472,-3629,304,=,-12,"Blum,Geoff,B,R,SDN,3B"
925,"Hollins,Damon,R,L,TBA,O",0.421,9789,13447,-3659,363,=,-10,"Hollins,Damon,R,L,TBA,O"
926,"Lee,Travis,L,L,TBA,1B",0.426,10788,14519,-3730,399,=,-9,"Lee,Travis,L,L,TBA,1B"
927,"Perez,Tomas,B,R,TBA,3B",0.391,6674,10409,-3735,263,=,-14,"Perez,Tomas,B,R,TBA,3B"
928,"Melhuse,Adam,B,R,OAK,C",0.319,3346,7158,-3812,142,=,-27,"Melhuse,Adam,B,R,OAK,C"
929,"Reed,Jeremy,L,L,SEA,CF",0.369,5453,9326,-3873,238,=,-16,"Reed,Jeremy,L,L,SEA,CF"
930,"Mabry,John,L,R,CHN,1B",0.369,5468,9364,-3896,238,=,-16,"Mabry,John,L,R,CHN,1B"
932,"Biggio,Craig,R,R,HOU,2B",0.452,18863,22905,-4042,618,=,-7,"Biggio,Craig,R,R,HOU,2B"
933,"Nunez,Abraham,B,R,PHI,S",0.404,8599,12669,-4070,375,=,-11,"Nunez,Abraham,B,R,PHI,S"
934,"Clayton,Royce,R,R,CIN,S",0.436,14489,18754,-4265,527,=,-8,"Clayton,Royce,R,R,CIN,S"
935,"Betancourt-Pere,YunieskR,R",0.444,17255,21595,-4340,615,=,-7,"Betancourt-Pere,YunieskR,R"
936,"Lopez,Javy,R,R,BAL,C",0.407,9590,13984,-4394,368,=,-12,"Lopez,Javy,R,R,BAL,C"
937,"Hillenbrand,Shea,R,R,SF3B",0.436,16790,21736,-4947,575,=,-9,"Hillenbrand,Shea,R,R,SF3B"
938,"Sullivan,Cory,L,L,COL,O",0.411,11426,16403,-4977,461,=,-11,"Sullivan,Cory,L,L,COL,O"
939,"Lopez,Jose,R,R,SEA,2B",0.446,20754,25752,-4998,671,=,-7,"Lopez,Jose,R,R,SEA,2B"
940,"Ausmus,Brad,R,R,HOU,C",0.415,13202,18594,-5392,512,=,-11,"Ausmus,Brad,R,R,HOU,C"
942,"Everett,Adam,R,R,HOU,SS",0.414,15145,21410,-6265,582,=,-11,"Everett,Adam,R,R,HOU,SS"
943,"Berroa,Angel,R,R,KCA,SS",0.407,14530,21127,-6597,513,=,-13,"Berroa,Angel,R,R,KCA,SS"
944,"Cedeno,Ronny,R,R,CHN,SS",0.377,13783,22780,-8997,590,=,-15,"Cedeno,Ronny,R,R,CHN,SS"
2,"Papelbon,Jonathan,R,R,B,P",0.655,21854,11518,+10336,266,=,+39,"Papelbon,Jonathan,R,R,B,P"
3,"Nathan,Joe,R,R,MIN,P",0.703,17704,7479,+10224,272,=,+38,"Nathan,Joe,R,R,MIN,P"
4,"Ryan,B.J.,L,L,TOR,P",0.641,21634,12131,+9503,290,=,+33,"Ryan,B.J.,L,L,TOR,P"
5,"Putz,J.J.,R,R,SEA,P",0.630,20552,12065,+8486,314,=,+27,"Putz,J.J.,R,R,SEA,P"
6,"Oswalt,Roy,R,R,HOU,P",0.569,34182,25881,+8301,907,=,+9,"Oswalt,Roy,R,R,HOU,P"
7,"Santana,Johan,L,L,MIN,P",0.567,34861,26622,+8239,936,=,+9,"Santana,Johan,L,L,MIN,P"
8,"Saito,Takashi,L,R,LAN,P",0.636,18648,10667,+7981,312,=,+26,"Saito,Takashi,L,R,LAN,P"
9,"Hoffman,Trevor,R,R,SDN,",0.615,21333,13369,+7963,255,=,+31,"Hoffman,Trevor,R,R,SDN,"
10,"Wagner,Billy,L,L,NYN,P",0.603,21901,14415,+7486,308,=,+24,"Wagner,Billy,L,L,NYN,P"
12,"Zumaya,Joel,R,R,DET,P",0.601,21490,14244,+7246,358,=,+20,"Zumaya,Joel,R,R,DET,P"
13,"Carpenter,Chris,R,R,SLN",0.555,33801,27129,+6672,906,=,+7,"Carpenter,Chris,R,R,SLN"
14,"Rivera,Mariano,R,R,NYA,",0.591,21591,14929,+6662,308,=,+22,"Rivera,Mariano,R,R,NYA,"
15,"Lowe,Derek,R,R,LAN,P",0.548,36932,30512,+6420,944,=,+7,"Lowe,Derek,R,R,LAN,P"
16,"Halladay,Roy,R,R,TOR,P",0.556,31777,25426,+6352,901,=,+7,"Halladay,Roy,R,R,TOR,P"
17,"Smoltz,John,R,R,ATL,P",0.547,36715,30399,+6316,978,=,+6,"Smoltz,John,R,R,ATL,P"
18,"Sanchez,Anibal,R,R,FLO,",0.590,20332,14151,+6181,483,=,+13,"Sanchez,Anibal,R,R,FLO,"
19,"Meredith,Cla,R,R,SDN,P",0.686,11356,5196,+6160,194,=,+32,"Meredith,Cla,R,R,SDN,P"
20,"Young,Chris,R,R,SDN,P",0.562,27767,21650,+6117,781,=,+8,"Young,Chris,R,R,SDN,P"
22,"Arroyo,Bronson,R,R,CIN,",0.550,33345,27334,+6012,1007,=,+6,"Arroyo,Bronson,R,R,CIN,"
23,"Ray,Chris,R,R,BAL,P",0.585,20353,14450,+5903,274,=,+22,"Ray,Chris,R,R,BAL,P"
24,"Torres,Salomon,R,R,PIT,",0.573,22919,17096,+5823,423,=,+14,"Torres,Salomon,R,R,PIT,"
25,"Robertson,Nathan,R,L,DEP",0.545,34821,29019,+5802,902,=,+6,"Robertson,Nathan,R,L,DEP"
26,"Weaver,Jered,R,R,ANA,P",0.583,19986,14283,+5704,504,=,+11,"Weaver,Jered,R,R,ANA,P"
27,"Clemens,Roger,R,R,HOU,P",0.594,17739,12116,+5623,469,=,+12,"Clemens,Roger,R,R,HOU,P"
28,"Duchscherer,Justin,R,R,K,P",0.641,12289,6870,+5419,235,=,+23,"Duchscherer,Justin,R,R,K,P"
29,"Sabathia,C.C.,L,L,CLE,P",0.549,29112,23960,+5152,823,=,+6,"Sabathia,C.C.,L,L,CLE,P"
30,"Jenks,Bobby,R,R,CHA,P",0.562,23244,18108,+5136,319,=,+16,"Jenks,Bobby,R,R,CHA,P"
32,"Schmidt,Jason,R,R,SFN,P",0.539,35106,30034,+5071,925,=,+5,"Schmidt,Jason,R,R,SFN,P"
33,"Wang,Chien-Ming,R,R,NYA",0.538,35428,30405,+5023,927,=,+5,"Wang,Chien-Ming,R,R,NYA"
34,"Haren,Daniel,R,R,OAK,P",0.540,33394,28446,+4948,957,=,+5,"Haren,Daniel,R,R,OAK,P"
35,"Soriano,Rafael,R,R,SEA,",0.624,12311,7433,+4878,251,=,+19,"Soriano,Rafael,R,R,SEA,"
36,"Gonzalez,Mike,R,L,PIT,P",0.595,15231,10358,+4874,239,=,+20,"Gonzalez,Mike,R,L,PIT,P"
37,"Bonderman,Jeremy,R,R,DEP",0.539,33388,28548,+4840,920,=,+5,"Bonderman,Jeremy,R,R,DEP"
38,"Rincon,Juan,R,R,MIN,P",0.611,13150,8357,+4794,322,=,+15,"Rincon,Juan,R,R,MIN,P"
